St,Mt,Di,Lo,Cr,Sn,Df,Dg,Lk
dolomite,Upvc,Large,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,NoStrain,True,Yes,Positive
regular,HDPE,Small,Exit,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,HDPE,Medium,Exit,No,High,False,Yes,Positive
regular,HDPE,Medium,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,Yes,Positive
dolomite,Upvc,Small,Exit,No,Low,False,No,Negative
regular,steel,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
regular,steel,Medium,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,ACD,Small,Erf,Yes,Low,False,Yes,Negative
regular,steel,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Negative
regular,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Large,Erf,No,NoStrain,False,No,Negative
regular,steel,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,True,Yes,Positive
regular,ACD,Medium,Erf,No,NoStrain,False,Yes,Positive
regular,HDPE,Small,Exit,No,High,False,Yes,Positive
regular,HDPE,Small,Exit,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Positive
regular,ACD,Medium,Exit,No,High,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,ACD,Medium,Erf,Yes,NoStrain,False,No,Negative
regular,steel,Large,Exit,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Large,Exit,No,NoStrain,True,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
regular,ACD,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Large,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,Yes,Negative
regular,Upvc,Small,Exit,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,Yes,Positive
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,steel,Large,Exit,No,High,False,Yes,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Negative
regular,Upvc,Large,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Large,Exit,No,High,False,Yes,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,NoStrain,False,No,Negative
dolomite,HDPE,Small,Exit,No,High,False,No,Negative
regular,ACD,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Large,Erf,No,High,False,Yes,Positive
regular,ACD,Medium,Erf,Yes,High,False,Yes,Positive
regular,Upvc,Medium,Exit,No,NoStrain,False,No,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,ACD,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Positive
dolomite,HDPE,Large,Exit,No,High,False,Yes,Negative
dolomite,Upvc,Large,Exit,No,High,False,Yes,Negative
dolomite,ACD,Medium,Exit,Yes,High,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,Yes,Positive
regular,Upvc,Large,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,steel,Large,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Positive
regular,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,steel,Medium,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Exit,No,Low,False,No,Negative
dolomite,HDPE,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,Yes,Negative
regular,HDPE,Large,Erf,No,Low,False,No,Negative
regular,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,Yes,Negative
regular,HDPE,Small,Erf,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Positive
regular,steel,Small,Exit,No,High,False,No,Negative
dolomite,Upvc,Small,Exit,No,High,False,No,Negative
dolomite,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Large,Exit,No,High,False,No,Negative
regular,ACD,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,True,No,Negative
dolomite,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,ACD,Large,Erf,Yes,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,HDPE,Large,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,steel,Medium,Erf,No,Low,False,No,Negative
regular,steel,Small,Erf,Yes,NoStrain,False,No,Negative
regular,Upvc,Large,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,Low,False,Yes,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Negative
regular,Upvc,Large,Erf,No,Low,False,No,Negative
regular,ACD,Medium,Exit,Yes,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,Yes,Negative
regular,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,ACD,Small,Erf,Yes,Low,False,Yes,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
dolomite,HDPE,Small,Erf,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
dolomite,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
dolomite,Upvc,Small,Erf,No,Low,False,No,Negative
dolomite,Upvc,Large,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Positive
dolomite,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Positive
regular,HDPE,Small,Erf,No,Low,True,Yes,Positive
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,steel,Small,Exit,No,NoStrain,False,Yes,Negative
regular,ACD,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Large,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,steel,Medium,Exit,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Large,Exit,No,High,False,Yes,Positive
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Negative
dolomite,HDPE,Small,Exit,No,High,False,No,Negative
regular,steel,Small,Exit,Yes,High,False,Yes,Positive
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
regular,ACD,Small,Exit,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
dolomite,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
dolomite,steel,Small,Erf,No,High,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,True,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,ACD,Small,Erf,Yes,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
dolomite,HDPE,Small,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Erf,No,High,False,Yes,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,steel,Large,Erf,Yes,Low,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,steel,Medium,Exit,No,High,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,ACD,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,steel,Small,Exit,No,High,False,No,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
dolomite,steel,Medium,Erf,No,High,False,Yes,Positive
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,NoStrain,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,steel,Small,Exit,No,High,False,Yes,Positive
regular,steel,Small,Erf,Yes,Low,False,Yes,Positive
regular,HDPE,Medium,Exit,No,High,False,Yes,Positive
dolomite,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Positive
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Large,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,High,False,No,Negative
regular,ACD,Large,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,Low,True,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,High,False,Yes,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,steel,Small,Erf,No,Low,False,No,Negative
dolomite,HDPE,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
dolomite,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
regular,ACD,Medium,Erf,Yes,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,Low,True,No,Negative
regular,Upvc,Large,Erf,No,Low,False,Yes,Positive
regular,HDPE,Small,Erf,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,ACD,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,steel,Large,Erf,No,Low,False,No,Negative
regular,ACD,Small,Erf,No,Low,False,Yes,Positive
regular,Upvc,Medium,Exit,No,High,False,No,Negative
regular,steel,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Erf,No,High,False,No,Negative
dolomite,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Erf,No,Low,False,Yes,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,Low,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,steel,Large,Erf,No,High,False,Yes,Negative
regular,HDPE,Medium,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,steel,Small,Exit,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
dolomite,ACD,Medium,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,ACD,Small,Exit,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,High,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,Yes,Negative
regular,HDPE,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
dolomite,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,Low,False,No,Negative
regular,steel,Medium,Erf,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,True,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
dolomite,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,Upvc,Large,Exit,No,NoStrain,False,No,Negative
dolomite,steel,Small,Exit,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,ACD,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,No,Negative
regular,ACD,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
dolomite,steel,Large,Erf,Yes,NoStrain,False,No,Negative
regular,Upvc,Large,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,steel,Large,Exit,No,Low,False,No,Negative
regular,HDPE,Medium,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Large,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,NoStrain,False,Yes,Positive
regular,HDPE,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,steel,Medium,Erf,No,Low,False,Yes,Negative
dolomite,Upvc,Medium,Exit,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,NoStrain,False,No,Negative
regular,steel,Small,Erf,Yes,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Positive
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Positive
regular,HDPE,Medium,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
dolomite,Upvc,Small,Exit,No,High,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,Yes,Positive
regular,HDPE,Medium,Exit,No,High,False,No,Negative
regular,steel,Large,Exit,No,High,False,Yes,Negative
regular,steel,Large,Erf,No,Low,False,Yes,Positive
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,steel,Medium,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Large,Exit,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,steel,Large,Exit,No,High,False,Yes,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
regular,steel,Small,Erf,Yes,High,False,No,Negative
regular,Upvc,Large,Exit,No,High,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,steel,Small,Erf,Yes,NoStrain,False,No,Negative
regular,steel,Medium,Erf,Yes,Low,False,Yes,Negative
regular,Upvc,Large,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,HDPE,Large,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Exit,No,Low,False,No,Negative
regular,Upvc,Small,Exit,No,NoStrain,False,No,Negative
regular,ACD,Medium,Erf,No,High,False,No,Negative
regular,Upvc,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,Yes,Positive
regular,ACD,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,High,True,Yes,Positive
dolomite,Upvc,Small,Erf,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,High,False,Yes,Positive
regular,steel,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Medium,Exit,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,No,Negative
regular,steel,Medium,Erf,Yes,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,No,Negative
dolomite,ACD,Medium,Erf,No,High,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,Yes,Positive
regular,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Medium,Exit,No,High,False,Yes,Negative
dolomite,steel,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Exit,No,High,False,Yes,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Medium,Erf,No,NoStrain,False,Yes,Negative
regular,Upvc,Medium,Exit,No,NoStrain,False,No,Negative
regular,steel,Small,Erf,Yes,Low,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Large,Exit,No,High,False,No,Negative
regular,HDPE,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,NoStrain,False,Yes,Positive
regular,Upvc,Small,Erf,No,NoStrain,False,Yes,Negative
regular,HDPE,Small,Exit,No,High,False,No,Negative
regular,Upvc,Medium,Erf,No,NoStrain,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,Yes,Positive
regular,Upvc,Small,Erf,No,Low,False,Yes,Positive
regular,steel,Small,Exit,No,High,False,Yes,Negative
regular,steel,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,ACD,Large,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,ACD,Medium,Exit,No,Low,False,No,Negative
dolomite,Upvc,Small,Exit,No,High,False,Yes,Positive
regular,Upvc,Small,Erf,No,NoStrain,False,Yes,Positive
regular,HDPE,Small,Erf,No,High,False,No,Negative
regular,Upvc,Medium,Exit,No,High,False,No,Negative
regular,steel,Medium,Erf,Yes,NoStrain,False,Yes,Negative
regular,HDPE,Large,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,High,False,Yes,Negative
regular,HDPE,Large,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,steel,Small,Erf,No,NoStrain,False,No,Negative
regular,Upvc,Medium,Erf,No,Low,False,No,Negative
regular,HDPE,Medium,Erf,No,High,False,Yes,Negative
regular,ACD,Medium,Exit,Yes,High,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,Yes,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,ACD,Large,Exit,No,Low,False,No,Negative
dolomite,steel,Small,Exit,No,High,False,Yes,Negative
regular,steel,Small,Erf,Yes,Low,False,No,Negative
regular,steel,Medium,Exit,Yes,High,False,No,Negative
regular,steel,Small,Erf,Yes,Low,False,No,Negative
regular,HDPE,Small,Erf,No,High,False,No,Negative
regular,ACD,Medium,Erf,No,Low,False,No,Negative
regular,ACD,Medium,Erf,Yes,Low,False,No,Negative
regular,HDPE,Large,Erf,No,NoStrain,False,Yes,Positive
dolomite,ACD,Large,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,Upvc,Small,Erf,No,Low,False,No,Negative
regular,HDPE,Small,Erf,No,Low,False,No,Negative
regular,steel,Small,Exit,No,NoStrain,True,No,Negative
regular,HDPE,Medium,Exit,No,Low,False,No,Negative
